P1,P3,P4,P7,EDAD,SEXO,ENT,DOMINIO,REGION,EST_DIS,UPM_DIS,ESTRATO
9,1,1,3,42,1,24,1,2,245,2908,2
9,1,2,2,23,2,24,1,2,245,2908,2
5,1,1,4,46,1,24,1,2,247,2909,4
4,1,1,3,27,1,24,1,2,247,2909,4
3,1,1,2,32,2,24,1,2,247,2909,4
9,1,2,1,41,1,24,1,2,247,2909,4
4,1,2,1,55,1,24,1,2,247,2909,4
3,1,1,4,36,1,24,1,2,246,2910,3
9,1,1,3,38,2,24,1,2,246,2910,3
9,1,2,1,75,1,24,1,2,246,2910,3
9,1,1,3,24,1,24,1,2,246,2910,3
9,1,2,1,32,1,24,1,2,246,2910,3
7,1,1,5,42,1,24,1,2,247,2911,4
4,1,2,1,50,2,24,1,2,247,2911,4
9,1,1,3,44,1,24,1,2,247,2911,4
4,1,2,2,34,1,24,1,2,247,2911,4
9,1,2,1,23,1,24,1,2,246,2912,3
9,1,1,1,34,2,24,1,2,246,2912,3
9,2,,1,39,2,24,1,2,246,2912,3
9,1,2,1,43,2,24,1,2,246,2912,3
9,1,2,1,41,2,24,1,2,246,2912,3
9,1,2,1,69,1,24,1,2,246,2913,3
9,1,2,2,42,2,24,1,2,246,2913,3
9,1,2,2,63,1,24,1,2,246,2913,3
9,1,2,1,25,2,24,1,2,246,2913,3
9,1,1,3,45,1,24,1,2,246,2913,3
2,1,1,5,31,1,24,1,2,246,2914,3
1,1,1,3,21,1,24,1,2,246,2914,3
1,1,2,1,23,2,24,1,2,246,2914,3
9,1,2,1,58,1,24,1,2,246,2914,3
2,2,,1,78,1,24,1,2,246,2915,3
9,1,2,1,80,2,24,1,2,246,2915,3
4,1,1,4,39,1,24,1,2,246,2915,3
9,1,1,3,20,1,24,1,2,246,2915,3
9,1,1,2,76,1,24,1,2,247,2916,4
3,1,2,1,79,2,24,1,2,246,2917,3
9,2,,1,85,1,24,1,2,246,2917,3
3,1,1,3,57,1,24,1,2,246,2917,3
1,1,2,3,36,2,24,1,2,246,2917,3
2,1,1,2,46,1,24,1,2,246,2917,3
3,1,1,4,69,2,24,1,2,247,2918,4
4,1,1,4,38,1,24,1,2,247,2918,4
3,1,2,1,59,1,24,1,2,247,2918,4
4,1,1,4,23,2,24,1,2,247,2918,4
6,1,1,3,24,1,24,1,2,246,2919,3
9,1,1,3,67,1,24,1,2,246,2919,3
9,1,1,3,72,2,24,1,2,246,2919,3
9,1,1,2,67,1,24,1,2,245,2920,2
9,2,,1,73,2,24,1,2,245,2920,2
3,1,1,3,52,2,24,1,2,245,2920,2
9,,,,66,2,24,1,2,245,2920,2
9,,,,54,2,24,1,2,245,2920,2
9,1,1,4,26,2,24,1,2,246,2921,3
9,9,,1,75,2,24,1,2,246,2921,3
1,1,1,4,52,1,24,1,2,246,2921,3
1,1,1,3,32,2,24,1,2,246,2921,3
9,1,2,1,39,1,24,1,2,246,2922,3
1,1,1,4,22,1,24,1,2,246,2922,3
9,1,2,4,45,1,24,1,2,246,2922,3
9,1,1,4,48,1,24,1,2,246,2922,3
2,1,1,3,52,1,24,1,2,247,2923,4
9,1,2,1,56,1,24,1,2,247,2923,4
9,1,2,3,67,1,24,1,2,246,2924,3
4,1,1,4,24,2,24,1,2,246,2924,3
2,1,1,3,23,2,24,1,2,246,2924,3
9,1,1,9,60,2,24,1,2,247,2925,4
3,1,1,4,53,1,24,1,2,247,2925,4
9,1,1,1,33,1,24,1,2,247,2925,4
9,1,1,3,84,2,24,1,2,247,2925,4
4,1,1,1,25,1,24,1,2,246,2926,3
9,1,2,3,47,2,24,1,2,246,2926,3
4,1,1,4,42,2,24,1,2,246,2926,3
4,1,1,3,46,1,24,1,2,246,2926,3
9,2,,1,70,1,24,1,2,246,2927,3
9,1,2,1,30,2,24,1,2,246,2927,3
5,1,1,4,27,1,24,1,2,246,2927,3
4,1,2,3,24,1,24,1,2,246,2927,3
1,1,2,1,28,2,24,1,2,246,2927,3
9,1,1,2,43,1,24,1,2,245,2928,2
2,1,1,4,45,2,24,1,2,245,2928,2
1,1,1,2,21,2,24,1,2,245,2928,2
9,,,,46,1,24,1,2,245,2928,2
9,1,1,5,73,1,24,1,2,245,2928,2
5,1,1,2,21,2,24,1,2,246,2929,3
9,1,1,2,30,2,24,1,2,246,2929,3
9,1,1,2,34,2,24,1,2,246,2929,3
9,1,1,1,36,1,24,1,2,246,2929,3
9,9,,1,72,1,24,1,2,246,2930,3
9,1,1,2,28,2,24,1,2,246,2930,3
9,1,1,1,37,1,24,1,2,246,2930,3
9,1,1,3,41,1,24,1,2,246,2930,3
9,1,1,2,82,2,24,1,2,246,2930,3
9,1,1,1,47,1,24,1,2,247,2931,4
4,1,1,1,68,2,24,1,2,247,2931,4
9,1,2,1,49,2,24,1,2,247,2931,4
9,1,2,1,39,1,24,1,2,246,2932,3
4,1,1,3,42,1,24,1,2,246,2932,3
4,2,,1,35,2,24,1,2,246,2932,3
9,1,2,1,21,1,24,1,2,246,2932,3
9,1,2,2,34,1,24,1,2,246,2932,3
9,1,1,3,46,2,24,1,2,245,2933,2
9,1,2,1,25,1,24,1,2,245,2933,2
9,1,1,4,58,1,24,1,2,245,2933,2
9,1,2,1,49,1,24,1,2,245,2933,2
9,,,,56,2,24,1,2,246,2934,3
1,1,1,3,77,1,24,1,2,246,2934,3
9,1,2,2,44,2,24,1,2,246,2934,3
2,1,1,2,28,2,24,1,2,246,2934,3
1,1,2,1,29,2,24,1,2,246,2934,3
9,1,1,2,37,1,24,1,2,246,2935,3
9,1,1,2,47,2,24,1,2,246,2935,3
5,1,2,3,20,1,24,1,2,246,2935,3
9,2,,1,43,1,24,1,2,246,2935,3
9,1,1,4,31,1,24,1,2,246,2936,3
9,1,2,1,27,1,24,1,2,246,2936,3
9,2,,1,51,2,24,1,2,246,2936,3
9,,,,57,2,24,1,2,246,2936,3
9,1,1,2,60,2,24,1,2,245,2937,2
9,1,2,1,31,1,24,1,2,245,2937,2
9,1,2,1,29,1,24,1,2,245,2937,2
9,1,1,4,35,1,24,1,2,245,2937,2
9,1,2,2,36,1,24,1,2,246,2938,3
1,1,1,2,29,2,24,1,2,246,2938,3
9,2,,2,67,1,24,1,2,246,2938,3
9,2,,3,49,1,24,1,2,246,2939,3
9,1,1,2,43,1,24,1,2,246,2939,3
1,1,2,1,25,1,24,1,2,246,2939,3
3,1,1,2,48,2,24,1,2,246,2939,3
9,1,1,3,29,2,24,1,2,246,2940,3
9,1,1,2,42,2,24,1,2,246,2940,3
9,1,1,4,27,2,24,1,2,246,2940,3
9,1,2,1,42,1,24,1,2,246,2940,3
9,,,,84,1,24,1,2,246,2941,3
9,2,,1,83,2,24,1,2,246,2941,3
9,1,1,1,69,2,24,1,2,246,2941,3
9,1,2,2,49,2,24,1,2,246,2941,3
9,1,1,2,29,2,24,1,2,246,2941,3
9,1,2,1,25,2,24,1,2,245,2942,2
9,2,,1,72,2,24,1,2,245,2942,2
9,1,1,2,65,1,24,1,2,245,2942,2
9,1,1,1,56,2,24,1,2,245,2942,2
9,1,1,3,41,2,24,1,2,245,2942,2
9,2,,1,45,1,24,1,2,245,2943,2
9,,,,83,1,24,1,2,245,2943,2
4,1,1,3,31,2,24,1,2,245,2943,2
9,,,,87,2,24,1,2,245,2943,2
1,1,1,1,46,2,24,1,2,247,2944,4
2,1,1,5,42,1,24,1,2,247,2944,4
9,1,2,1,57,1,24,1,2,247,2944,4
3,1,1,3,28,2,24,1,2,247,2944,4
1,2,,1,53,2,24,1,2,247,2944,4
9,1,2,1,36,1,24,1,2,245,2945,2
9,1,2,1,60,2,24,1,2,245,2945,2
9,,,,74,2,24,1,2,245,2945,2
9,1,1,1,22,2,24,1,2,247,2946,4
4,1,2,1,60,2,24,1,2,247,2946,4
9,1,2,1,47,2,24,1,2,247,2946,4
5,1,1,3,22,1,24,1,2,247,2946,4
4,1,1,3,22,1,24,1,2,247,2946,4
9,1,1,2,43,1,24,1,2,245,2947,1
9,,,,26,1,24,1,2,245,2947,1
5,1,1,4,29,2,24,1,2,245,2947,1
9,1,1,1,41,1,24,1,2,245,2947,1
1,2,,2,42,2,24,1,2,245,2947,1
9,1,2,1,64,2,24,1,2,245,2948,2
9,2,,1,91,2,24,1,2,245,2948,2
9,1,2,1,35,2,24,1,2,245,2948,2
9,1,1,2,27,1,24,1,2,245,2948,2
9,2,,1,53,1,24,1,2,245,2948,2
9,1,2,4,34,2,24,1,2,247,2949,4
9,2,,1,43,2,24,1,2,247,2949,4
4,1,2,1,23,1,24,1,2,247,2949,4
9,1,1,2,37,2,24,1,2,247,2949,4
4,1,1,4,22,1,24,1,2,247,2949,4
9,1,1,2,52,2,24,1,2,247,2950,4
9,1,2,1,40,1,24,1,2,247,2950,4
9,1,2,1,22,2,24,1,2,246,2951,3
9,1,1,2,21,1,24,1,2,246,2951,3
9,1,2,2,38,1,24,1,2,246,2951,3
9,1,1,4,32,2,24,1,2,246,2951,3
9,1,1,4,42,2,24,1,2,246,2951,3
3,1,2,1,40,2,24,1,2,247,2952,4
9,2,,1,33,1,24,1,2,247,2952,4
9,1,2,1,42,1,24,1,2,247,2952,4
3,1,1,5,67,1,24,1,2,247,2953,4
4,1,1,2,29,1,24,1,2,247,2953,4
1,1,1,2,43,1,24,1,2,247,2953,4
3,1,1,2,47,2,24,1,2,245,2954,2
9,1,1,4,30,2,24,1,2,245,2954,2
9,2,,1,61,1,24,1,2,245,2954,2
9,1,2,1,57,1,24,1,2,245,2954,2
9,1,1,3,39,1,24,1,2,245,2954,2
3,1,1,3,57,2,24,1,2,247,2955,4
1,1,1,3,35,1,24,1,2,247,2955,4
1,1,2,3,48,1,24,1,2,247,2955,4
4,1,2,1,28,2,24,1,2,247,2955,4
9,2,,1,56,2,24,1,2,246,2956,3
9,1,2,1,54,2,24,1,2,246,2956,3
9,1,1,5,64,1,24,1,2,246,2956,3
9,1,1,2,34,2,24,1,2,246,2956,3
9,1,2,1,56,1,24,1,2,246,2956,3
3,1,1,1,62,2,24,1,2,246,2957,3
9,1,2,1,74,1,24,1,2,246,2957,3
3,1,2,2,64,1,24,1,2,246,2957,3
9,1,2,1,45,1,24,1,2,246,2957,3
9,1,2,4,50,1,24,1,2,246,2957,3
5,1,2,1,24,1,24,1,2,246,2958,3
1,1,2,3,37,1,24,1,2,246,2958,3
9,2,,3,45,1,24,1,2,246,2958,3
4,1,1,4,54,2,24,1,2,246,2958,3
9,1,1,1,39,2,24,1,2,245,2959,2
9,1,1,2,75,1,24,1,2,245,2959,2
9,1,1,3,43,2,24,1,2,245,2959,2
9,2,,1,39,1,24,1,2,245,2959,2
1,1,1,5,24,2,24,1,2,245,2959,2
9,1,2,1,38,1,24,1,2,246,2960,3
9,1,1,3,58,2,24,1,2,246,2960,3
9,1,1,4,60,1,24,1,2,246,2960,3
9,1,2,2,47,2,24,1,2,246,2960,3
4,1,1,4,29,2,24,1,2,245,2961,2
9,2,,1,55,2,24,1,2,245,2961,2
9,1,2,1,39,1,24,1,2,245,2961,2
9,1,2,1,32,2,24,1,2,245,2962,2
9,1,2,1,43,1,24,1,2,245,2962,2
2,1,2,1,44,1,24,1,2,246,2963,3
9,1,1,1,31,1,24,1,2,246,2963,3
9,1,1,2,59,2,24,1,2,246,2964,3
1,1,1,3,29,2,24,1,2,246,2964,3
3,1,1,3,23,2,24,1,2,246,2964,3
9,9,,1,23,1,24,1,2,246,2964,3
9,1,2,1,31,2,24,1,2,246,2964,3
9,1,1,3,40,2,24,1,2,246,2965,3
9,1,1,1,20,1,24,1,2,246,2965,3
9,1,1,4,58,2,24,1,2,246,2965,3
9,,,,68,1,24,1,2,246,2965,3
9,2,,3,30,2,24,1,2,246,2965,3
9,1,1,4,62,1,24,1,2,247,2966,4
9,2,,2,79,2,24,1,2,247,2966,4
5,1,2,2,49,2,24,1,2,247,2966,4
9,1,2,1,20,1,24,1,2,247,2966,4
9,1,1,5,63,1,24,1,2,247,2966,4
2,1,1,1,57,2,24,1,2,245,2967,2
9,1,1,1,75,1,24,1,2,245,2967,2
9,1,2,1,40,1,24,1,2,245,2967,2
1,1,1,3,33,1,24,1,2,245,2967,2
9,1,1,3,48,1,24,1,2,246,2968,3
9,1,1,2,28,2,24,1,2,246,2968,3
2,1,2,2,37,2,24,1,2,246,2968,3
2,1,1,3,35,2,24,1,2,246,2968,3
9,1,1,3,41,1,24,1,2,246,2968,3
9,1,1,3,43,2,24,1,2,245,2969,2
9,1,2,1,27,2,24,1,2,245,2969,2
9,1,1,3,36,2,24,1,2,245,2969,2
9,1,2,1,22,1,24,1,2,245,2969,2
9,1,2,1,66,2,24,1,2,245,2969,2
9,1,2,1,40,1,24,1,2,245,2969,2
9,2,,1,38,1,24,1,2,245,2970,2
9,1,2,1,49,1,24,1,2,245,2970,2
4,1,1,3,22,1,24,1,2,245,2970,2
9,2,,3,30,2,24,1,2,245,2970,2
9,1,2,1,24,2,24,1,2,245,2970,2
9,1,1,1,44,2,24,1,2,245,2970,2
9,9,,3,66,1,24,1,2,245,2970,2
1,1,1,5,37,2,24,1,2,247,2971,4
9,1,1,1,36,2,24,1,2,247,2971,4
1,1,1,2,33,2,24,1,2,247,2971,4
9,9,,1,49,2,24,1,2,247,2971,4
9,1,1,1,56,1,24,1,2,247,2971,4
9,1,2,1,61,2,24,1,2,247,2972,4
9,1,1,4,25,2,24,1,2,247,2972,4
9,1,1,4,51,1,24,1,2,247,2972,4
9,1,2,1,58,1,24,1,2,247,2972,4
9,1,2,1,31,1,24,1,2,247,2972,4
9,1,2,3,24,1,24,1,2,239,2973,2
9,1,1,5,26,1,24,1,2,239,2973,2
9,1,1,3,27,2,24,1,2,239,2973,2
9,1,1,1,43,2,24,1,2,239,2973,2
9,1,2,1,58,2,24,1,2,239,2973,2
9,9,,1,70,1,24,1,2,239,2973,2
9,2,,1,69,2,24,1,2,239,2973,2
3,1,1,3,42,2,24,1,2,239,2973,2
9,1,1,1,80,1,24,1,2,239,2973,2
5,1,2,3,35,1,24,1,2,239,2973,2
9,1,2,1,39,1,24,1,2,239,2973,2
9,2,,1,55,2,24,1,2,239,2973,2
4,1,1,1,41,1,24,1,2,239,2973,2
9,1,2,1,25,1,24,1,2,239,2973,2
9,9,,9,70,2,24,1,2,239,2973,2
9,9,,9,72,2,24,1,2,239,2973,2
9,1,2,2,84,1,24,1,2,239,2973,2
9,1,1,4,58,2,24,1,2,239,2973,2
9,1,1,1,31,1,24,1,2,240,2974,3
9,1,1,4,27,1,24,1,2,240,2974,3
9,1,2,1,59,2,24,1,2,240,2974,3
3,1,2,1,34,2,24,1,2,240,2974,3
9,2,,1,80,1,24,1,2,240,2974,3
9,1,2,1,52,2,24,1,2,240,2974,3
9,1,1,1,57,1,24,1,2,240,2974,3
9,1,1,3,56,1,24,1,2,240,2974,3
1,1,1,4,72,2,24,1,2,240,2974,3
3,1,1,4,35,2,24,1,2,240,2974,3
9,2,,1,80,2,24,1,2,240,2974,3
9,,,,84,2,24,1,2,240,2974,3
9,1,2,1,36,1,24,1,2,240,2974,3
9,1,2,1,49,1,24,1,2,240,2974,3
9,1,1,4,53,1,24,1,2,240,2974,3
9,1,1,5,32,1,24,1,2,240,2974,3
3,1,1,5,40,1,24,1,2,239,2975,2
9,1,1,3,33,2,24,1,2,239,2975,2
9,1,1,3,37,1,24,1,2,239,2975,2
5,1,1,3,25,2,24,1,2,239,2975,2
9,1,1,4,53,2,24,1,2,239,2975,2
9,1,1,3,46,2,24,1,2,239,2975,2
4,1,2,1,42,1,24,1,2,239,2975,2
3,1,1,3,28,2,24,1,2,239,2975,2
9,1,1,2,41,2,24,1,2,239,2975,2
9,1,2,1,48,2,24,1,2,239,2975,2
9,1,2,1,55,1,24,1,2,239,2975,2
5,1,1,2,26,1,24,1,2,239,2975,2
9,1,2,1,59,2,24,1,2,239,2975,2
9,1,2,2,25,1,24,1,2,239,2975,2
9,1,1,3,23,2,24,1,2,239,2975,2
1,1,1,3,24,2,24,1,2,239,2975,2
9,1,2,1,39,2,24,1,2,239,2975,2
4,1,1,5,47,1,24,1,2,239,2975,2
9,1,1,3,35,2,24,1,2,239,2975,2
9,1,2,2,20,1,24,1,2,239,2976,2
9,1,2,2,39,1,24,1,2,239,2976,2
9,1,2,3,20,2,24,1,2,239,2976,2
9,1,1,2,20,2,24,1,2,239,2976,2
9,1,1,4,48,2,24,1,2,239,2976,2
1,1,1,3,41,2,24,1,2,239,2976,2
9,1,1,3,45,2,24,1,2,239,2976,2
2,1,1,3,30,2,24,1,2,239,2976,2
9,1,1,2,22,1,24,1,2,239,2976,2
9,,,,86,2,24,1,2,239,2976,2
9,,,,69,2,24,1,2,239,2976,2
9,1,2,1,51,2,24,1,2,239,2976,2
9,,,,90,2,24,1,2,239,2976,2
9,1,1,3,33,2,24,1,2,239,2976,2
9,2,,1,35,1,24,1,2,239,2976,2
5,1,1,3,33,2,24,1,2,239,2976,2
5,1,1,2,26,2,24,1,2,239,2976,2
9,1,1,1,54,1,24,1,2,239,2976,2
4,1,1,1,34,2,24,1,2,242,2977,2
9,2,,2,83,2,24,1,2,242,2977,2
9,1,1,3,37,1,24,1,2,242,2977,2
9,1,1,5,38,2,24,1,2,242,2977,2
9,2,,1,64,2,24,1,2,242,2977,2
9,1,1,3,29,2,24,1,2,242,2977,2
9,1,1,2,42,2,24,1,2,242,2977,2
4,1,1,2,57,2,24,1,2,242,2977,2
9,9,,1,89,2,24,1,2,242,2977,2
5,1,1,1,44,1,24,1,2,242,2977,2
9,1,1,1,56,1,24,1,2,242,2977,2
9,2,,4,51,2,24,1,2,242,2977,2
9,2,,1,77,2,24,1,2,242,2977,2
9,2,,1,28,1,24,1,2,242,2977,2
9,9,,1,66,2,24,1,2,245,2978,2
9,1,1,5,28,2,24,1,2,245,2978,2
9,2,,1,44,2,24,1,2,245,2978,2
9,1,1,2,46,2,24,1,2,245,2978,2
9,,,,57,1,24,1,2,245,2978,2
9,1,1,3,24,2,24,1,2,242,2979,2
9,1,2,1,22,2,24,1,2,242,2979,2
4,1,1,2,20,2,24,1,2,242,2979,2
9,1,2,1,67,2,24,1,2,242,2979,2
2,1,2,1,25,2,24,1,2,242,2979,2
9,1,2,1,61,2,24,1,2,242,2979,2
9,1,2,3,30,1,24,1,2,242,2979,2
9,1,1,1,54,2,24,1,2,242,2979,2
9,2,,1,73,1,24,1,2,242,2979,2
9,9,,1,36,1,24,1,2,242,2979,2
1,1,2,2,73,2,24,1,2,242,2979,2
9,1,2,1,52,1,24,1,2,242,2979,2
9,1,2,1,29,2,24,1,2,242,2979,2
9,,,,76,1,24,1,2,242,2979,2
9,1,2,3,37,2,24,1,2,242,2979,2
3,1,2,1,29,1,24,1,2,242,2979,2
9,2,,1,71,1,24,1,2,242,2979,2
9,1,1,2,32,1,24,1,2,242,2979,2
5,1,1,4,23,2,24,1,2,242,2980,2
9,1,1,1,33,2,24,1,2,242,2980,2
9,2,,3,45,2,24,1,2,242,2980,2
9,1,1,2,56,1,24,1,2,242,2980,2
9,1,1,2,61,2,24,1,2,242,2980,2
1,1,1,3,65,1,24,1,2,242,2980,2
9,1,1,1,69,2,24,1,2,242,2980,2
9,1,2,1,28,1,24,1,2,242,2980,2
9,2,,1,49,2,24,1,2,242,2980,2
9,1,1,3,20,2,24,1,2,242,2980,2
9,1,1,2,32,1,24,1,2,242,2980,2
9,1,1,4,63,1,24,1,2,242,2980,2
1,1,1,2,39,1,24,1,2,242,2980,2
9,,,,52,1,24,1,2,242,2980,2
9,1,1,3,22,1,24,1,2,242,2980,2
9,1,2,1,21,1,24,1,2,242,2980,2
9,,,,84,2,24,1,2,241,2981,1
1,1,1,1,29,2,24,1,2,241,2981,1
9,1,2,2,46,2,24,1,2,241,2981,1
9,1,2,2,31,2,24,1,2,241,2981,1
9,1,2,1,46,2,24,1,2,241,2981,1
9,2,,1,44,2,24,1,2,241,2981,1
9,,,,59,2,24,1,2,241,2981,1
9,2,,1,73,2,24,1,2,241,2981,1
9,,,,55,2,24,1,2,241,2981,1
9,1,1,1,39,2,24,1,2,241,2981,1
9,2,,1,44,1,24,1,2,241,2981,1
9,9,,1,24,1,24,1,2,241,2981,1
9,,,,37,2,24,1,2,241,2981,1
9,,,,73,1,24,1,2,241,2981,1
9,2,,1,37,2,24,1,2,241,2981,1
9,2,,1,56,2,24,1,2,241,2981,1
9,9,,1,29,1,24,1,2,241,2982,1
9,2,,1,20,1,24,1,2,241,2982,1
9,1,2,1,29,2,24,1,2,241,2982,1
9,1,1,1,35,2,24,1,2,241,2982,1
9,1,1,2,32,2,24,1,2,241,2982,1
9,2,,1,76,2,24,1,2,241,2982,1
6,1,1,3,43,2,24,1,2,241,2982,1
9,2,,1,42,1,24,1,2,241,2982,1
9,1,2,1,24,1,24,1,2,241,2982,1
9,1,1,3,26,1,24,1,2,241,2982,1
9,1,1,3,21,1,24,1,2,241,2982,1
9,,,,35,1,24,1,2,241,2982,1
9,1,1,2,58,1,24,1,2,241,2982,1
9,1,1,3,33,1,24,1,2,241,2982,1
9,1,2,1,54,2,24,1,2,241,2982,1
9,1,2,1,29,2,24,1,2,241,2982,1
9,1,2,1,32,1,24,1,2,241,2982,1
9,1,1,1,25,2,24,1,2,241,2982,1
9,1,2,1,35,2,24,1,2,241,2982,1
9,2,,2,38,1,24,1,2,241,2982,1
9,9,,3,39,1,24,1,2,241,2982,1
9,1,1,4,38,2,24,1,2,241,2982,1
9,1,1,4,33,2,24,1,2,242,2983,2
4,1,1,1,40,2,24,1,2,242,2983,2
9,,,,88,2,24,1,2,242,2983,2
9,1,2,1,32,2,24,1,2,242,2983,2
9,1,2,1,38,1,24,1,2,242,2983,2
9,1,1,1,32,2,24,1,2,242,2983,2
9,1,2,3,62,1,24,1,2,242,2983,2
9,9,,1,53,1,24,1,2,242,2983,2
9,1,1,3,40,2,24,1,2,242,2983,2
4,1,2,1,29,1,24,1,2,242,2983,2
1,1,1,1,21,2,24,1,2,242,2983,2
9,1,2,1,63,1,24,1,2,242,2983,2
9,1,1,2,30,1,24,1,2,242,2983,2
9,1,2,1,27,2,24,1,2,242,2983,2
9,,,,39,1,24,1,2,242,2983,2
9,1,1,3,34,1,24,1,2,242,2983,2
4,1,2,4,42,1,24,1,2,242,2983,2
9,9,,4,63,1,24,1,2,242,2983,2
9,1,2,3,25,1,24,1,2,242,2983,2
1,1,1,2,24,2,24,1,2,242,2983,2
9,,,,44,2,24,2,2,243,2984,1
9,9,,1,48,2,24,2,2,243,2984,1
9,2,,1,72,1,24,2,2,243,2984,1
9,,,,30,1,24,2,2,243,2984,1
1,,,,31,1,24,2,2,243,2984,1
9,,,,43,1,24,2,2,243,2984,1
9,1,1,2,21,1,24,2,2,243,2984,1
9,1,1,2,23,1,24,2,2,243,2984,1
9,1,1,1,30,2,24,2,2,243,2984,1
5,1,2,1,34,1,24,2,2,243,2984,1
9,,,,71,1,24,2,2,243,2984,1
9,,,,36,2,24,2,2,243,2984,1
1,,,,31,2,24,2,2,243,2984,1
9,,,,58,2,24,2,2,243,2984,1
9,,,,55,1,24,2,2,243,2984,1
9,1,1,2,46,1,24,2,2,243,2984,1
9,,,,76,1,24,2,2,243,2984,1
9,2,,3,35,2,24,2,2,243,2984,1
9,,,,53,1,24,2,2,243,2984,1
9,1,1,1,36,2,24,2,2,243,2985,1
9,2,,1,38,2,24,2,2,243,2985,1
9,1,1,3,39,2,24,2,2,243,2985,1
9,1,1,1,31,2,24,2,2,243,2985,1
9,2,,1,49,1,24,2,2,243,2985,1
9,9,,1,36,2,24,2,2,243,2985,1
9,,,,63,2,24,2,2,243,2985,1
1,2,,1,26,2,24,2,2,243,2985,1
9,,,,44,2,24,2,2,243,2985,1
9,1,2,1,55,1,24,2,2,243,2985,1
9,,,,50,2,24,2,2,243,2985,1
9,,,,39,2,24,2,2,243,2985,1
9,9,,1,47,2,24,2,2,243,2985,1
9,2,,3,41,2,24,2,2,243,2985,1
9,2,,1,35,1,24,2,2,243,2985,1
9,,,,80,2,24,2,2,243,2985,1
9,,,,54,2,24,2,2,243,2985,1
9,,,,56,1,24,2,2,243,2985,1
9,2,,1,26,2,24,2,2,243,2985,1
9,1,1,1,39,2,24,2,2,243,2986,1
9,,,,71,1,24,2,2,243,2986,1
9,,,,38,1,24,2,2,243,2986,1
9,1,1,3,64,2,24,2,2,243,2986,1
9,,,,70,1,24,2,2,243,2986,1
9,1,1,3,49,1,24,2,2,243,2986,1
4,1,1,3,53,2,24,2,2,243,2986,1
9,9,,9,29,2,24,2,2,243,2986,1
9,1,1,3,84,1,24,2,2,243,2986,1
9,,,,67,1,24,2,2,243,2986,1
9,9,,1,65,2,24,2,2,243,2986,1
9,1,1,2,27,1,24,2,2,243,2986,1
9,1,1,5,35,1,24,2,2,243,2986,1
9,1,1,2,21,2,24,2,2,243,2986,1
9,1,1,3,39,1,24,2,2,243,2986,1
1,1,1,3,32,2,24,2,2,243,2986,1
4,1,1,2,30,2,24,2,2,243,2986,1
9,2,,9,97,2,24,2,2,243,2986,1
9,2,,1,68,2,24,2,2,243,2986,1
9,1,2,1,29,1,24,2,2,243,2986,1
9,1,2,2,40,2,24,2,2,243,2986,1
9,9,,1,64,1,24,2,2,243,2987,1
9,2,,1,60,2,24,2,2,243,2987,1
9,,,,62,2,24,2,2,243,2987,1
9,1,1,3,44,1,24,2,2,243,2987,1
9,2,,1,35,1,24,2,2,243,2987,1
9,2,,1,49,2,24,2,2,243,2987,1
9,,,,65,2,24,2,2,243,2987,1
9,1,1,3,28,2,24,2,2,243,2987,1
9,,,,82,1,24,2,2,243,2987,1
9,,,,54,2,24,2,2,243,2987,1
9,,,,90,2,24,2,2,243,2987,1
1,1,1,4,54,1,24,2,2,243,2987,1
9,9,,1,85,2,24,2,2,243,2987,1
9,,,,87,1,24,2,2,243,2987,1
9,2,,2,36,1,24,2,2,243,2987,1
9,1,1,3,45,2,24,2,2,243,2987,1
9,,,,70,2,24,2,2,243,2987,1
9,1,1,3,27,1,24,2,2,243,2987,1
9,,,,75,1,24,2,2,243,2987,1
9,,,,34,1,24,2,2,243,2988,1
9,2,,1,71,1,24,2,2,243,2988,1
9,1,1,3,27,2,24,2,2,243,2988,1
9,2,,1,38,1,24,2,2,243,2988,1
9,9,,1,30,2,24,2,2,243,2988,1
9,2,,1,78,1,24,2,2,243,2988,1
9,2,,1,36,1,24,2,2,243,2988,1
9,1,2,3,39,2,24,2,2,243,2988,1
9,9,,1,43,1,24,2,2,243,2988,1
9,1,2,3,30,2,24,2,2,243,2988,1
9,1,1,3,51,2,24,2,2,243,2988,1
4,1,2,4,20,1,24,2,2,243,2988,1
9,1,2,1,51,2,24,2,2,243,2988,1
9,,,,66,1,24,2,2,243,2988,1
9,,,,84,2,24,2,2,243,2988,1
1,1,2,1,31,1,24,2,2,243,2988,1
9,1,1,1,64,2,24,2,2,243,2988,1
9,1,1,4,36,1,24,2,2,243,2988,1
1,1,1,3,22,2,24,2,2,243,2989,1
9,,,,86,1,24,2,2,243,2989,1
9,,,,60,2,24,2,2,243,2989,1
9,1,1,3,42,1,24,2,2,243,2989,1
9,9,,1,61,1,24,2,2,243,2989,1
9,9,,9,82,1,24,2,2,243,2989,1
9,1,2,1,59,1,24,2,2,243,2989,1
9,2,,2,34,2,24,2,2,243,2989,1
9,,,,83,1,24,2,2,243,2989,1
1,1,1,3,24,1,24,2,2,243,2989,1
9,,,,71,2,24,2,2,243,2989,1
9,2,,2,74,2,24,2,2,243,2989,1
9,1,1,3,49,2,24,2,2,243,2989,1
9,1,2,1,28,1,24,2,2,243,2989,1
9,,,,53,1,24,2,2,243,2990,1
9,,,,87,2,24,2,2,243,2990,1
9,9,,2,58,2,24,2,2,243,2990,1
9,1,1,3,25,1,24,2,2,243,2990,1
