P1,P3,P4,P7,EDAD,SEXO,ENT,DOMINIO,REGION,EST_DIS,UPM_DIS,ESTRATO
9,1,1,4,37,2,17,1,2,162,2020,3
9,1,1,3,50,2,17,1,2,162,2020,3
9,1,1,2,32,1,17,1,2,161,2021,2
9,,,,45,2,17,1,2,161,2022,2
9,1,2,1,20,1,17,1,2,161,2022,2
9,2,,1,21,2,17,1,2,161,2022,2
9,2,,1,42,2,17,1,2,161,2022,2
9,1,1,3,43,2,17,1,2,161,2023,2
9,1,2,1,23,1,17,1,2,161,2023,2
9,1,2,4,62,1,17,1,2,161,2023,2
9,1,2,1,57,2,17,1,2,161,2023,2
9,,,,59,2,17,1,2,161,2023,2
9,1,2,1,40,1,17,1,2,162,2024,3
9,1,1,2,49,2,17,1,2,162,2024,3
9,1,1,1,44,1,17,1,2,162,2024,3
9,1,1,4,33,1,17,1,2,162,2024,3
9,1,1,3,38,2,17,1,2,161,2025,2
9,1,2,1,42,1,17,1,2,161,2025,2
4,1,2,1,42,1,17,1,2,161,2025,2
9,1,1,3,44,2,17,1,2,161,2025,2
9,2,,1,80,1,17,1,2,161,2026,2
9,1,1,2,36,2,17,1,2,161,2026,2
9,2,,1,50,2,17,1,2,161,2026,2
1,1,2,1,28,1,17,1,2,161,2026,2
1,1,1,2,35,2,17,1,2,161,2027,2
9,1,2,1,28,2,17,1,2,161,2027,2
1,,,,23,1,17,1,2,161,2027,2
1,1,1,3,21,1,17,1,2,161,2027,2
9,1,2,1,42,1,17,1,2,161,2028,2
5,1,1,2,43,1,17,1,2,161,2028,2
9,,,,74,1,17,1,2,161,2028,2
9,1,2,1,48,1,17,1,2,161,2028,2
9,1,2,1,24,2,17,1,2,161,2029,2
9,,,,62,2,17,1,2,161,2029,2
9,1,1,3,43,2,17,1,2,161,2029,2
9,,,,60,2,17,1,2,161,2029,2
9,2,,1,63,2,17,1,2,161,2029,2
9,2,,9,76,2,17,1,2,161,2030,2
9,1,2,1,63,1,17,1,2,161,2030,2
9,1,2,3,28,1,17,1,2,161,2030,2
9,1,2,1,22,2,17,1,2,161,2030,2
9,1,1,3,76,2,17,1,2,162,2031,3
9,1,1,5,38,2,17,1,2,162,2031,3
9,1,2,1,55,1,17,1,2,162,2031,3
9,1,1,1,70,1,17,1,2,162,2031,3
9,1,2,1,47,2,17,1,2,162,2032,3
9,1,2,1,23,1,17,1,2,162,2032,3
9,2,,1,74,2,17,1,2,162,2032,3
9,1,1,1,23,2,17,1,2,161,2033,2
3,1,1,4,42,2,17,1,2,161,2033,2
2,2,,3,61,2,17,1,2,161,2033,2
9,1,2,1,52,1,17,1,2,161,2033,2
9,2,,1,75,2,17,1,2,161,2033,2
9,,,,77,1,17,1,2,162,2034,3
9,1,1,1,61,1,17,1,2,162,2034,3
9,2,,1,23,1,17,1,2,162,2034,3
9,1,2,1,68,1,17,1,2,162,2034,3
9,2,,1,49,2,17,1,2,162,2034,3
9,1,2,1,24,2,17,1,2,161,2035,2
9,,,,21,1,17,1,2,161,2035,2
9,,,,74,1,17,1,2,161,2035,2
9,2,,3,21,2,17,1,2,161,2035,2
9,,,,56,2,17,1,2,161,2036,2
9,,,,84,2,17,1,2,161,2036,2
1,1,1,5,48,2,17,1,2,161,2036,2
1,1,1,3,43,2,17,1,2,161,2036,2
9,1,2,1,59,2,17,1,2,161,2036,2
9,1,2,1,26,2,17,1,2,161,2037,2
4,1,1,1,22,2,17,1,2,161,2037,2
1,,,,63,2,17,1,2,161,2037,2
9,2,,1,25,2,17,1,2,161,2037,2
5,1,2,2,22,1,17,1,2,161,2037,2
9,1,2,1,68,1,17,1,2,162,2038,3
9,1,2,2,60,1,17,1,2,162,2038,3
4,1,1,3,60,2,17,1,2,162,2038,3
9,1,1,3,36,2,17,1,2,162,2038,3
4,1,1,5,78,1,17,1,2,163,2039,4
9,1,2,1,66,2,17,1,2,163,2039,4
4,2,,1,47,1,17,1,2,163,2039,4
9,1,2,1,86,2,17,1,2,163,2040,4
4,1,1,2,58,2,17,1,2,163,2040,4
9,1,1,3,77,1,17,1,2,162,2041,3
9,1,2,1,23,1,17,1,2,162,2041,3
6,1,1,2,22,1,17,1,2,162,2041,3
9,,,,64,1,17,1,2,162,2041,3
4,1,2,2,21,1,17,1,2,161,2042,2
9,1,1,5,63,1,17,1,2,161,2042,2
4,1,1,4,52,2,17,1,2,161,2042,2
9,1,2,1,62,1,17,1,2,163,2043,4
4,1,1,2,40,1,17,1,2,163,2043,4
5,1,2,1,42,1,17,1,2,163,2043,4
9,1,2,2,39,1,17,1,2,163,2043,4
4,1,1,1,69,2,17,1,2,162,2044,3
9,1,2,2,72,2,17,1,2,162,2045,3
9,1,1,3,29,1,17,1,2,162,2045,3
9,1,2,2,46,1,17,1,2,162,2045,3
5,1,1,3,89,1,17,1,2,162,2045,3
9,2,,1,46,1,17,1,2,162,2046,3
9,1,1,1,50,2,17,1,2,162,2046,3
3,1,1,1,31,2,17,1,2,162,2046,3
3,1,1,1,66,1,17,1,2,162,2046,3
9,1,2,3,22,2,17,1,2,161,2047,2
5,1,1,4,27,1,17,1,2,161,2047,2
9,2,,2,54,2,17,1,2,161,2047,2
9,2,,1,48,2,17,1,2,161,2047,2
9,1,2,2,22,1,17,1,2,161,2047,2
3,1,1,2,52,1,17,1,2,161,2048,2
9,1,2,1,74,1,17,1,2,161,2048,2
4,1,1,4,40,1,17,1,2,161,2048,2
9,9,,1,42,1,17,1,2,161,2048,2
9,2,,1,47,2,17,1,2,161,2049,2
9,1,1,3,22,2,17,1,2,161,2049,2
9,1,2,2,40,1,17,1,2,161,2049,2
9,1,1,1,58,2,17,1,2,161,2049,2
9,1,1,2,55,2,17,1,2,161,2049,2
9,9,,3,55,1,17,1,2,161,2050,2
9,1,1,5,33,2,17,1,2,161,2050,2
9,1,1,2,25,2,17,1,2,161,2050,2
9,1,1,2,28,1,17,1,2,161,2050,2
9,2,,2,49,1,17,1,2,161,2050,2
9,9,,1,68,2,17,1,2,161,2050,2
3,1,1,5,36,1,17,1,2,161,2050,2
9,1,1,5,71,1,17,1,2,161,2051,2
9,1,2,3,74,1,17,1,2,161,2051,2
9,1,1,1,60,1,17,1,2,161,2051,2
9,1,1,3,22,2,17,1,2,161,2051,2
9,1,2,3,25,1,17,1,2,161,2052,2
3,1,1,1,60,2,17,1,2,161,2052,2
4,1,1,3,39,2,17,1,2,161,2052,2
1,1,2,2,39,2,17,1,2,161,2052,2
9,1,2,1,41,1,17,1,2,161,2052,2
9,1,2,1,40,1,17,1,2,161,2053,2
1,1,1,2,31,1,17,1,2,161,2053,2
9,,,,74,2,17,1,2,161,2053,2
4,1,2,3,30,2,17,1,2,161,2053,2
4,1,2,5,43,2,17,1,2,163,2054,4
9,1,1,2,51,2,17,1,2,163,2054,4
1,1,1,3,47,2,17,1,2,161,2055,2
9,9,,1,81,1,17,1,2,161,2055,2
9,1,1,2,35,2,17,1,2,161,2055,2
9,1,1,1,29,1,17,1,2,162,2056,3
9,1,1,4,47,2,17,1,2,162,2056,3
1,1,1,1,36,2,17,1,2,162,2056,3
3,1,1,1,39,1,17,1,2,162,2056,3
3,1,1,3,35,2,17,1,2,162,2057,3
9,1,2,1,41,2,17,1,2,162,2057,3
9,,,,28,1,17,1,2,162,2057,3
9,2,,1,31,2,17,1,2,162,2057,3
4,1,2,3,40,1,17,1,2,162,2057,3
9,2,,2,54,2,17,1,2,162,2058,3
3,1,1,5,23,2,17,1,2,162,2058,3
9,1,2,1,30,2,17,1,2,162,2058,3
9,2,,1,29,2,17,1,2,161,2059,2
9,1,1,3,40,2,17,1,2,161,2059,2
1,1,1,5,31,2,17,1,2,161,2059,2
9,1,1,1,65,2,17,1,2,161,2059,2
9,2,,1,44,2,17,1,2,162,2060,3
9,,,,89,2,17,1,2,162,2060,3
4,1,1,4,54,1,17,1,2,162,2060,3
9,1,1,3,48,2,17,1,2,162,2060,3
9,1,2,2,52,1,17,1,2,162,2061,3
1,1,1,3,30,2,17,1,2,162,2061,3
9,1,1,1,44,2,17,1,2,162,2061,3
9,1,1,1,47,2,17,1,2,162,2062,3
9,,,,81,2,17,1,2,162,2062,3
9,1,1,1,33,2,17,1,2,162,2062,3
9,1,1,3,50,2,17,1,2,162,2062,3
9,2,,1,56,2,17,1,2,162,2062,3
9,1,1,9,71,1,17,1,2,161,2063,2
9,9,,9,79,1,17,1,2,161,2063,2
9,1,2,1,53,2,17,1,2,161,2063,2
9,2,,9,80,1,17,1,2,162,2064,3
9,2,,1,69,1,17,1,2,161,2065,2
9,1,2,1,21,2,17,1,2,161,2065,2
9,9,,9,74,2,17,1,2,161,2065,2
9,1,2,1,52,2,17,1,2,161,2065,2
1,1,1,3,56,2,17,1,2,161,2065,2
9,1,1,1,34,1,17,1,2,163,2066,4
4,1,1,5,47,2,17,1,2,163,2066,4
2,1,1,4,27,2,17,1,2,163,2066,4
3,1,2,1,62,2,17,1,2,163,2066,4
9,1,2,2,60,2,17,1,2,162,2067,3
9,,,,81,2,17,1,2,162,2067,3
4,1,2,2,34,2,17,1,2,162,2067,3
9,1,2,2,42,2,17,1,2,162,2067,3
9,1,1,5,65,1,17,1,2,162,2068,3
9,1,2,3,54,1,17,1,2,162,2068,3
9,1,2,3,39,1,17,1,2,162,2068,3
5,1,2,2,20,2,17,1,2,162,2068,3
9,1,1,1,65,2,17,1,2,162,2069,3
9,1,1,5,65,1,17,1,2,162,2069,3
9,1,2,1,45,2,17,1,2,162,2069,3
9,1,1,4,44,2,17,1,2,162,2069,3
9,1,1,2,41,1,17,1,2,162,2069,3
9,,,,83,1,17,1,2,161,2070,2
5,1,1,1,26,2,17,1,2,161,2070,2
9,1,2,3,45,2,17,1,2,161,2070,2
9,2,,1,44,2,17,1,2,161,2070,2
3,1,1,4,69,2,17,1,2,161,2070,2
9,1,1,1,23,1,17,1,2,163,2071,4
9,1,1,3,50,1,17,1,2,163,2071,4
3,1,1,5,51,1,17,1,2,163,2071,4
4,1,2,2,33,1,17,1,2,163,2071,4
9,2,,1,44,1,17,1,2,161,2072,2
9,1,1,1,27,2,17,1,2,161,2072,2
9,1,1,4,45,2,17,1,2,161,2072,2
4,1,1,4,38,2,17,1,2,161,2072,2
1,1,1,3,21,1,17,1,2,161,2073,2
1,1,1,1,28,2,17,1,2,161,2073,2
1,1,1,3,59,1,17,1,2,161,2074,2
9,1,1,3,20,2,17,1,2,161,2074,2
4,1,1,1,26,2,17,1,2,161,2074,2
9,1,1,1,74,2,17,1,2,161,2074,2
9,1,2,1,39,2,17,1,2,162,2075,3
9,1,2,2,25,2,17,1,2,162,2075,3
9,1,1,4,34,2,17,1,2,162,2075,3
9,1,2,1,42,1,17,1,2,162,2075,3
9,1,2,3,46,1,17,1,2,162,2075,3
9,1,1,4,40,2,17,1,2,163,2076,4
9,1,1,4,67,2,17,1,2,163,2076,4
9,1,2,1,42,1,17,1,2,163,2076,4
9,1,1,3,31,2,17,1,2,161,2077,2
9,,,,58,1,17,1,2,161,2077,2
9,1,1,5,56,2,17,1,2,161,2077,2
9,1,2,1,57,1,17,1,2,161,2077,2
9,2,,1,42,1,17,1,2,162,2078,3
9,1,2,1,39,1,17,1,2,162,2078,3
4,2,,3,45,2,17,1,2,162,2078,3
9,1,2,1,41,2,17,1,2,162,2078,3
9,9,,1,28,1,17,1,2,162,2078,3
9,2,,1,52,2,17,1,2,162,2079,3
1,2,,3,48,1,17,1,2,162,2079,3
9,1,1,3,55,1,17,1,2,162,2079,3
9,1,2,3,55,2,17,1,2,162,2079,3
9,1,2,2,41,2,17,1,2,162,2079,3
9,1,1,3,39,1,17,1,2,161,2080,2
9,1,1,1,29,2,17,1,2,161,2080,2
9,1,2,3,35,2,17,1,2,161,2080,2
9,1,1,2,50,2,17,1,2,161,2080,2
9,9,,1,56,2,17,1,2,161,2080,2
9,1,1,3,80,1,17,1,2,161,2081,2
9,1,1,1,42,2,17,1,2,161,2081,2
9,1,2,2,34,2,17,1,2,161,2081,2
9,1,1,1,62,2,17,1,2,161,2081,2
9,1,2,3,55,2,17,1,2,161,2081,2
4,1,1,3,27,2,17,1,2,162,2082,3
9,1,1,1,58,1,17,1,2,162,2082,3
9,1,1,2,34,1,17,1,2,162,2082,3
3,1,1,4,32,2,17,1,2,162,2082,3
3,1,2,2,26,1,17,1,2,161,2083,2
9,1,2,2,41,1,17,1,2,161,2083,2
9,2,,1,85,2,17,1,2,161,2083,2
9,2,,1,23,2,17,1,2,161,2083,2
4,1,2,1,52,1,17,1,2,161,2084,2
9,1,1,2,35,1,17,1,2,161,2084,2
9,1,1,3,35,1,17,1,2,161,2084,2
9,2,,1,65,1,17,1,2,161,2085,2
9,1,2,1,52,2,17,1,2,161,2085,2
9,1,1,5,61,2,17,1,2,161,2085,2
9,1,2,3,42,1,17,1,2,161,2085,2
9,,,,76,2,17,1,2,162,2086,3
9,2,,3,36,1,17,1,2,162,2086,3
9,1,2,1,27,1,17,1,2,162,2086,3
5,1,1,1,20,2,17,1,2,162,2086,3
2,1,2,2,37,1,17,1,2,162,2086,3
9,1,2,1,24,1,17,1,2,162,2087,3
1,,,,58,2,17,1,2,162,2087,3
2,1,1,4,60,1,17,1,2,162,2087,3
9,1,1,3,37,1,17,1,2,162,2087,3
9,2,,1,65,1,17,1,2,162,2088,3
9,1,2,1,35,2,17,1,2,162,2088,3
4,1,1,5,43,2,17,1,2,162,2088,3
9,1,2,2,66,1,17,1,2,162,2088,3
9,2,,3,68,1,17,1,2,161,2089,2
9,1,1,3,41,1,17,1,2,161,2089,2
9,,,,65,2,17,1,2,161,2089,2
9,,,,84,1,17,1,2,161,2089,2
9,2,,1,21,1,17,1,2,161,2090,2
9,1,2,2,20,1,17,1,2,161,2090,2
9,1,2,2,37,1,17,1,2,161,2090,2
9,2,,1,40,2,17,1,2,161,2091,2
9,1,1,3,66,1,17,1,2,161,2091,2
9,2,,1,30,1,17,1,2,161,2091,2
9,,,,83,1,17,1,2,161,2091,2
5,1,1,3,32,1,17,1,2,161,2092,2
9,,,,80,1,17,1,2,161,2092,2
9,1,1,3,42,1,17,1,2,161,2092,2
9,2,,2,55,2,17,1,2,161,2092,2
9,2,,1,38,2,17,1,2,156,2093,2
9,1,2,1,68,1,17,1,2,156,2093,2
9,2,,2,34,2,17,1,2,156,2093,2
9,1,1,2,63,2,17,1,2,156,2093,2
9,1,2,1,66,1,17,1,2,156,2093,2
9,1,2,1,45,1,17,1,2,156,2093,2
9,1,2,1,30,2,17,1,2,156,2093,2
4,1,1,1,21,1,17,1,2,156,2093,2
9,1,2,4,21,2,17,1,2,156,2093,2
9,1,1,3,47,2,17,1,2,156,2093,2
9,1,1,2,46,2,17,1,2,156,2093,2
9,1,1,4,38,2,17,1,2,156,2093,2
9,2,,9,60,2,17,1,2,156,2093,2
9,1,1,1,31,2,17,1,2,156,2093,2
9,,,,82,1,17,1,2,156,2093,2
9,1,1,2,23,2,17,1,2,156,2093,2
9,1,2,3,65,1,17,1,2,156,2093,2
9,2,,3,41,1,17,1,2,156,2093,2
9,1,1,5,50,2,17,1,2,156,2094,2
9,1,1,1,44,2,17,1,2,156,2094,2
9,1,2,1,46,1,17,1,2,156,2094,2
9,2,,1,30,1,17,1,2,156,2094,2
9,1,2,3,26,2,17,1,2,156,2094,2
9,2,,1,60,2,17,1,2,156,2094,2
9,1,1,4,49,2,17,1,2,156,2094,2
9,,,,56,1,17,1,2,156,2094,2
9,1,2,1,41,1,17,1,2,156,2094,2
1,1,1,4,42,1,17,1,2,156,2094,2
9,1,1,3,29,1,17,1,2,156,2094,2
9,1,1,1,80,1,17,1,2,156,2094,2
9,1,1,1,45,2,17,1,2,156,2094,2
9,1,2,1,74,2,17,1,2,156,2094,2
9,1,1,1,52,1,17,1,2,156,2094,2
1,1,1,3,26,1,17,1,2,156,2094,2
1,1,1,5,22,1,17,1,2,156,2094,2
9,2,,1,66,2,17,1,2,156,2094,2
9,1,1,4,30,1,17,1,2,156,2094,2
9,2,,2,37,2,17,1,2,156,2094,2
9,1,1,1,27,2,17,1,2,164,2095,2
9,2,,1,68,2,17,1,2,164,2095,2
9,1,2,2,47,2,17,1,2,164,2095,2
9,1,1,3,61,2,17,1,2,164,2095,2
9,1,2,1,55,2,17,1,2,164,2095,2
4,1,1,3,29,2,17,1,2,166,2096,4
4,1,1,3,31,1,17,1,2,166,2096,4
9,1,1,2,45,2,17,1,2,164,2097,2
9,1,2,2,42,1,17,1,2,164,2098,2
9,1,1,2,31,2,17,1,2,164,2098,2
9,,,,36,2,17,1,2,164,2098,2
9,1,2,2,42,2,17,1,2,164,2099,2
5,1,1,3,21,1,17,1,2,164,2099,2
9,1,2,2,21,1,17,1,2,164,2099,2
4,1,2,1,26,1,17,1,2,164,2099,2
9,1,2,2,32,1,17,1,2,164,2099,2
9,1,1,4,31,2,17,1,2,166,2100,4
2,1,1,3,50,1,17,1,2,166,2100,4
9,1,1,5,40,2,17,1,2,166,2100,4
2,1,1,3,40,2,17,1,2,166,2100,4
9,2,,1,48,1,17,1,2,164,2101,2
9,1,1,4,43,2,17,1,2,164,2101,2
9,,,,67,1,17,1,2,164,2101,2
9,,,,39,1,17,1,2,164,2101,2
9,1,1,3,24,1,17,1,2,164,2101,2
3,1,1,1,64,1,17,1,2,165,2102,3
2,1,1,2,46,2,17,1,2,165,2102,3
4,1,2,3,25,1,17,1,2,165,2102,3
3,1,1,2,62,2,17,1,2,165,2102,3
4,1,2,1,33,1,17,1,2,165,2102,3
9,1,2,1,34,2,17,1,2,164,2103,2
9,1,2,2,30,2,17,1,2,164,2103,2
9,9,,1,67,2,17,1,2,164,2103,2
3,1,2,2,75,2,17,1,2,165,2104,3
9,2,,1,63,1,17,1,2,165,2104,3
3,1,1,2,43,2,17,1,2,165,2104,3
9,1,2,2,35,2,17,1,2,156,2105,2
5,1,1,4,40,1,17,1,2,156,2105,2
9,2,,1,43,1,17,1,2,156,2105,2
9,1,2,3,30,1,17,1,2,156,2105,2
1,1,2,1,25,1,17,1,2,156,2105,2
2,1,1,3,21,1,17,1,2,156,2105,2
9,2,,1,32,1,17,1,2,156,2105,2
9,2,,1,28,1,17,1,2,156,2105,2
9,2,,1,45,2,17,1,2,156,2105,2
9,1,1,3,50,2,17,1,2,156,2105,2
9,,,,49,2,17,1,2,156,2105,2
9,1,2,1,55,2,17,1,2,156,2105,2
9,2,,1,25,2,17,1,2,156,2105,2
9,1,1,2,31,1,17,1,2,156,2105,2
9,1,1,3,56,2,17,1,2,156,2105,2
9,2,,1,38,1,17,1,2,156,2105,2
9,1,1,3,48,2,17,1,2,156,2105,2
9,2,,1,56,2,17,1,2,156,2105,2
4,1,1,3,31,2,17,1,2,156,2105,2
9,1,2,1,29,1,17,1,2,156,2105,2
9,,,,80,2,17,1,2,164,2106,2
9,1,2,1,25,2,17,1,2,164,2106,2
2,1,2,1,36,1,17,1,2,164,2106,2
9,2,,1,63,2,17,1,2,164,2106,2
9,1,1,3,30,2,17,1,2,164,2107,2
9,2,,2,42,2,17,1,2,164,2107,2
9,1,1,2,38,2,17,1,2,164,2107,2
9,,,,55,2,17,1,2,164,2107,2
9,9,,1,58,2,17,1,2,164,2108,2
9,1,1,1,34,1,17,1,2,164,2108,2
9,1,1,1,32,1,17,1,2,164,2108,2
9,1,1,2,41,1,17,1,2,164,2108,2
9,1,2,2,77,1,17,1,2,164,2109,2
9,1,2,2,30,1,17,1,2,164,2109,2
9,1,1,1,63,1,17,1,2,164,2109,2
9,2,,3,22,2,17,1,2,164,2110,2
9,1,1,3,63,1,17,1,2,164,2110,2
1,1,1,2,34,2,17,1,2,164,2110,2
9,2,,3,63,1,17,1,2,164,2110,2
9,1,1,3,32,2,17,1,2,164,2110,2
9,1,2,3,31,1,17,1,2,164,2111,2
1,2,,3,53,2,17,1,2,164,2111,2
9,1,2,2,63,2,17,1,2,164,2111,2
9,1,1,3,33,2,17,1,2,164,2111,2
9,1,1,2,41,2,17,1,2,164,2112,2
9,1,2,1,29,2,17,1,2,164,2112,2
9,1,1,5,46,2,17,1,2,164,2112,2
9,1,1,2,36,1,17,1,2,164,2112,2
9,1,1,1,48,2,17,1,2,164,2114,2
9,1,1,3,33,2,17,1,2,164,2114,2
9,9,,1,64,1,17,1,2,164,2114,2
9,9,,1,74,1,17,1,2,164,2114,2
9,1,1,3,23,1,17,1,2,164,2114,2
9,1,1,3,40,2,17,1,2,164,2115,2
9,1,2,1,54,1,17,1,2,164,2115,2
9,1,1,5,56,2,17,1,2,164,2115,2
9,2,,1,56,1,17,1,2,164,2116,2
9,1,1,1,43,1,17,1,2,164,2116,2
1,1,1,3,36,1,17,1,2,164,2116,2
9,1,1,5,50,2,17,1,2,164,2116,2
4,1,1,5,75,1,17,1,2,164,2116,2
9,1,1,2,65,2,17,1,2,156,2117,2
9,1,2,1,52,1,17,1,2,156,2117,2
9,2,,1,30,2,17,1,2,156,2117,2
9,1,2,3,28,2,17,1,2,156,2117,2
9,1,1,3,44,1,17,1,2,156,2117,2
9,1,1,2,20,1,17,1,2,156,2117,2
3,1,1,5,39,2,17,1,2,156,2117,2
9,2,,1,43,1,17,1,2,156,2117,2
4,1,1,5,44,2,17,1,2,156,2117,2
1,1,1,4,34,2,17,1,2,156,2117,2
9,1,1,3,25,2,17,1,2,156,2117,2
9,1,2,3,21,1,17,1,2,156,2117,2
2,1,1,2,36,1,17,1,2,156,2117,2
9,1,1,1,47,2,17,1,2,156,2117,2
1,1,1,3,21,1,17,1,2,156,2117,2
9,1,1,4,36,2,17,1,2,156,2117,2
9,1,1,1,52,2,17,1,2,156,2117,2
9,1,1,1,43,1,17,1,2,156,2117,2
9,1,2,1,35,1,17,1,2,156,2117,2
9,2,,1,61,1,17,1,2,156,2118,2
9,2,,1,80,2,17,1,2,156,2118,2
9,,,,82,2,17,1,2,156,2118,2
9,1,2,1,36,2,17,1,2,156,2118,2
9,1,1,3,31,1,17,1,2,156,2118,2
9,1,2,3,44,2,17,1,2,156,2118,2
9,1,2,1,65,1,17,1,2,156,2118,2
9,2,,1,50,1,17,1,2,156,2118,2
9,1,1,4,37,2,17,1,2,156,2118,2
4,1,1,5,22,1,17,1,2,156,2118,2
3,1,2,1,46,1,17,1,2,156,2118,2
9,1,1,2,63,2,17,1,2,156,2118,2
4,1,1,3,54,1,17,1,2,156,2118,2
9,2,,3,59,1,17,1,2,156,2118,2
4,1,1,3,64,2,17,1,2,156,2118,2
9,1,2,3,70,2,17,1,2,156,2118,2
9,,,,55,1,17,1,2,156,2118,2
9,,,,71,1,17,1,2,158,2119,2
9,1,1,3,68,1,17,1,2,158,2119,2
9,1,1,3,45,1,17,1,2,158,2119,2
9,,,,57,2,17,1,2,158,2119,2
9,2,,1,38,1,17,1,2,158,2119,2
9,2,,3,50,1,17,1,2,158,2119,2
9,2,,1,34,1,17,1,2,158,2119,2
9,1,2,1,75,1,17,1,2,158,2119,2
2,1,1,2,57,2,17,1,2,158,2119,2
2,1,1,4,49,2,17,1,2,158,2119,2
9,2,,1,20,2,17,1,2,158,2119,2
4,1,1,1,39,1,17,1,2,158,2119,2
9,2,,1,25,1,17,1,2,158,2119,2
9,2,,1,73,2,17,1,2,158,2119,2
9,1,1,1,72,2,17,1,2,158,2119,2
9,1,2,1,48,2,17,1,2,167,2120,2
9,,,,75,2,17,1,2,167,2120,2
2,2,,3,23,2,17,1,2,167,2120,2
9,,,,80,2,17,1,2,167,2120,2
9,,,,64,1,17,1,2,167,2121,2
9,,,,69,2,17,1,2,167,2121,2
9,1,2,1,37,2,17,1,2,167,2121,2
9,1,2,5,27,2,17,1,2,167,2121,2
9,1,2,1,34,2,17,1,2,167,2122,2
4,1,2,1,30,2,17,1,2,167,2122,2
9,1,1,3,39,1,17,1,2,167,2122,2
9,,,,64,2,17,1,2,167,2122,2
9,,,,43,2,17,1,2,167,2122,2
9,1,1,3,24,2,17,1,2,168,2123,3
9,1,1,2,34,2,17,1,2,168,2123,3
9,9,,9,64,1,17,1,2,167,2125,2
9,9,,1,36,1,17,1,2,167,2125,2
9,1,2,3,53,2,17,1,2,167,2125,2
9,1,2,1,27,2,17,1,2,167,2125,2
9,,,,80,1,17,1,2,167,2125,2
5,2,,1,56,2,17,1,2,167,2126,2
9,2,,1,55,1,17,1,2,167,2126,2
9,2,,1,34,2,17,1,2,167,2126,2
9,1,1,2,55,1,17,1,2,167,2126,2
9,1,2,1,28,2,17,1,2,167,2127,2
9,1,2,1,59,1,17,1,2,167,2127,2
9,,,,67,2,17,1,2,167,2127,2
4,1,1,1,28,1,17,1,2,167,2127,2
9,1,1,1,61,1,17,1,2,158,2128,2
9,2,,2,61,2,17,1,2,158,2128,2
9,1,2,1,41,2,17,1,2,158,2128,2
9,1,1,2,29,1,17,1,2,158,2128,2
4,1,1,3,25,1,17,1,2,158,2128,2
9,1,1,3,66,1,17,1,2,158,2128,2
3,1,1,1,44,2,17,1,2,158,2128,2
9,2,,1,46,1,17,1,2,158,2128,2
9,1,1,2,53,1,17,1,2,158,2128,2
9,1,1,5,49,1,17,1,2,158,2128,2
9,2,,2,78,2,17,1,2,158,2128,2
9,1,1,4,35,2,17,1,2,158,2128,2
9,9,,9,79,2,17,1,2,158,2128,2
9,1,1,3,24,2,17,1,2,158,2128,2
1,1,1,4,48,2,17,1,2,158,2128,2
9,1,2,1,60,2,17,1,2,158,2128,2
9,1,2,1,40,1,17,1,2,158,2128,2
9,1,1,3,40,1,17,1,2,158,2128,2
9,2,,1,39,1,17,1,2,158,2128,2
4,1,2,2,31,2,17,1,2,158,2129,2
3,1,1,3,59,2,17,1,2,158,2129,2
4,1,2,1,41,2,17,1,2,158,2129,2
1,1,1,1,57,1,17,1,2,158,2129,2
9,1,2,1,47,2,17,1,2,158,2129,2
9,1,1,1,42,2,17,1,2,158,2129,2
9,1,1,3,35,2,17,1,2,158,2129,2
9,1,2,2,39,1,17,1,2,158,2129,2
5,1,1,2,28,1,17,1,2,158,2129,2
9,,,,60,1,17,1,2,158,2129,2
9,1,2,1,49,2,17,1,2,158,2129,2
9,1,1,1,58,1,17,1,2,158,2129,2
9,1,1,3,27,2,17,1,2,158,2129,2
9,,,,62,2,17,1,2,158,2129,2
1,1,1,4,27,1,17,1,2,158,2129,2
9,1,1,2,42,2,17,1,2,158,2129,2
9,1,1,1,25,2,17,1,2,158,2129,2
9,2,,1,53,2,17,1,2,158,2129,2
9,,,,88,2,17,1,2,158,2130,2
9,1,1,3,28,1,17,1,2,158,2130,2
9,1,2,3,48,1,17,1,2,158,2130,2
9,2,,1,75,1,17,1,2,158,2130,2
9,1,1,2,33,1,17,1,2,158,2130,2
9,2,,3,68,2,17,1,2,158,2130,2
9,1,1,3,43,2,17,1,2,158,2130,2
3,1,1,4,25,1,17,1,2,158,2130,2
9,,,,63,1,17,1,2,158,2130,2
9,,,,38,2,17,1,2,158,2130,2
9,1,2,1,51,1,17,1,2,158,2130,2
1,1,1,4,33,1,17,1,2,158,2130,2
9,1,1,3,40,2,17,1,2,158,2130,2
9,2,,2,47,2,17,1,2,158,2130,2
9,,,,45,1,17,1,2,158,2130,2
9,1,1,3,26,2,17,1,2,158,2130,2
9,2,,1,63,1,17,1,2,158,2130,2
2,1,1,1,41,1,17,1,2,158,2130,2
9,,,,47,1,17,1,2,158,2130,2
9,9,,1,53,1,17,1,2,158,2130,2
9,1,1,3,53,2,17,1,2,168,2131,3
9,2,,1,74,1,17,1,2,168,2131,3
9,1,1,3,37,2,17,1,2,168,2131,3
3,1,1,4,44,2,17,1,2,158,2132,2
9,1,2,3,57,2,17,1,2,158,2132,2
9,1,2,2,57,1,17,1,2,158,2132,2
4,1,1,3,56,2,17,1,2,158,2132,2
9,1,1,3,58,2,17,1,2,158,2132,2
9,1,2,2,26,2,17,1,2,158,2132,2
